index,open,high,low,close,adjclose,volume,ticker,RSI,MACD,Signal,ma-10,ma-50,ma-100,vma-10,ma-20,ma-30,ma-40,ma-60,ma-70,ma-80,ma-90,major_trend
2018-01-31,47.45000076293945,47.900001525878906,47.369998931884766,47.59000015258789,39.664306640625,10960100,KO,50.0,0.0,0.0,47.59000015258789,47.59000015258789,47.59000015258789,10960100.0,47.59000015258789,47.59000015258789,47.59000015258789,47.59000015258789,47.59000015258789,47.59000015258789,47.59000015258789,0
2018-02-01,47.40999984741211,47.72999954223633,47.11000061035156,47.45000076293945,39.547611236572266,10279400,KO,50.0,-0.01116804247907055,-0.00223360849581411,47.45000076293945,47.45000076293945,47.45000076293945,10279400.0,47.45000076293945,47.45000076293945,47.45000076293945,47.45000076293945,47.45000076293945,47.45000076293945,47.45000076293945,0
2018-02-02,47.349998474121094,47.40999984741211,46.630001068115234,46.72999954223633,38.947532653808594,12912300,KO,50.0,-0.077226656984827,-0.01723221819361669,46.72999954223633,46.72999954223633,46.72999954223633,12912300.0,46.72999954223633,46.72999954223633,46.72999954223633,46.72999954223633,46.72999954223633,46.72999954223633,46.72999954223633,0
2018-02-05,46.650001525878906,46.91999816894531,44.40999984741211,44.88999938964844,37.413970947265625,23261500,KO,50.0,-0.2748825448298504,-0.06876228352086344,44.88999938964844,44.88999938964844,44.88999938964844,23261500.0,44.88999938964844,44.88999938964844,44.88999938964844,44.88999938964844,44.88999938964844,44.88999938964844,44.88999938964844,0
2018-02-06,43.869998931884766,44.7400016784668,43.439998626708984,44.66999816894531,37.23059844970703,25184300,KO,50.0,-0.44415853673227446,-0.14384153416314566,44.66999816894531,44.66999816894531,44.66999816894531,25184300.0,44.66999816894531,44.66999816894531,44.66999816894531,44.66999816894531,44.66999816894531,44.66999816894531,44.66999816894531,0
2018-02-07,44.58000183105469,45.5,44.279998779296875,44.560001373291016,37.13892364501953,18041600,KO,50.0,-0.580495214523026,-0.23117227023512174,44.560001373291016,44.560001373291016,44.560001373291016,18041600.0,44.560001373291016,44.560001373291016,44.560001373291016,44.560001373291016,44.560001373291016,44.560001373291016,44.560001373291016,0
2018-02-08,44.619998931884766,44.619998931884766,43.06999969482422,43.099998474121094,35.922061920166016,23295300,KO,50.0,-0.7971638376316363,-0.3443705837144247,43.099998474121094,43.099998474121094,43.099998474121094,23295300.0,43.099998474121094,43.099998474121094,43.099998474121094,43.099998474121094,43.099998474121094,43.099998474121094,43.099998474121094,0
2018-02-09,43.36000061035156,43.459999084472656,42.189998626708984,43.130001068115234,35.94707107543945,22853100,KO,50.0,-0.9554405993766721,-0.4665845868468742,43.130001068115234,43.130001068115234,43.130001068115234,22853100.0,43.130001068115234,43.130001068115234,43.130001068115234,43.130001068115234,43.130001068115234,43.130001068115234,43.130001068115234,0
2018-02-12,43.560001373291016,44.22999954223633,43.369998931884766,43.970001220703125,36.647186279296875,14689000,KO,50.0,-1.0015498381513623,-0.5735776371077719,43.970001220703125,43.970001220703125,43.970001220703125,14689000.0,43.970001220703125,43.970001220703125,43.970001220703125,43.970001220703125,43.970001220703125,43.970001220703125,43.970001220703125,0
2018-02-13,43.91999816894531,44.40999984741211,43.689998626708984,44.189998626708984,36.83053970336914,13163200,KO,50.0,-1.0087119861350402,-0.6606045069132256,45.02799987792969,44.189998626708984,44.189998626708984,17463980.0,44.189998626708984,44.189998626708984,44.189998626708984,44.189998626708984,44.189998626708984,44.189998626708984,44.189998626708984,0
