index,open,high,low,close,adjclose,volume,ticker,RSI,MACD,Signal,ma-10,ma-50,ma-100,vma-10,ma-20,ma-30,ma-40,ma-60,ma-70,ma-80,ma-90,major_trend
2018-01-31,41.717498779296875,42.11000061035156,41.625,41.85749816894531,39.63319396972656,129915600,AAPL,50.0,0.0,0.0,41.85749816894531,41.85749816894531,41.85749816894531,129915600.0,41.85749816894531,41.85749816894531,41.85749816894531,41.85749816894531,41.85749816894531,41.85749816894531,41.85749816894531,0
2018-02-01,41.79249954223633,42.154998779296875,41.689998626708984,41.94499969482422,39.71603775024414,188923200,AAPL,50.0,0.006980178702583828,0.0013960357405167656,41.94499969482422,41.94499969482422,41.94499969482422,188923200.0,41.94499969482422,41.94499969482422,41.94499969482422,41.94499969482422,41.94499969482422,41.94499969482422,41.94499969482422,0
2018-02-02,41.5,41.70000076293945,40.025001525878906,40.125,37.99275588989258,346375200,AAPL,50.0,-0.13281572735631642,-0.02544631687884987,40.125,40.125,40.125,346375200.0,40.125,40.125,40.125,40.125,40.125,40.125,40.125,0
2018-02-05,39.775001525878906,40.970001220703125,39.0,39.122501373291016,37.04353332519531,290954000,AAPL,50.0,-0.3208002652612265,-0.0845171065553252,39.122501373291016,39.122501373291016,39.122501373291016,290954000.0,39.122501373291016,39.122501373291016,39.122501373291016,39.122501373291016,39.122501373291016,39.122501373291016,39.122501373291016,0
2018-02-06,38.70750045776367,40.93000030517578,38.5,40.75749969482422,38.591644287109375,272975200,AAPL,50.0,-0.3339985383662878,-0.13441339291751772,40.75749969482422,40.75749969482422,40.75749969482422,272975200.0,40.75749969482422,40.75749969482422,40.75749969482422,40.75749969482422,40.75749969482422,40.75749969482422,40.75749969482422,0
2018-02-07,40.772499084472656,40.849998474121094,39.76750183105469,39.8849983215332,37.76551055908203,206434400,AAPL,50.0,-0.4101340637297568,-0.18955752707996554,39.8849983215332,39.8849983215332,39.8849983215332,206434400.0,39.8849983215332,39.8849983215332,39.8849983215332,39.8849983215332,39.8849983215332,39.8849983215332,39.8849983215332,0
2018-02-08,40.0724983215332,40.25,38.75749969482422,38.787498474121094,36.726322174072266,217562000,AAPL,50.0,-0.5526603570276833,-0.2621780930695091,38.787498474121094,38.787498474121094,38.787498474121094,217562000.0,38.787498474121094,38.787498474121094,38.787498474121094,38.787498474121094,38.787498474121094,38.787498474121094,38.787498474121094,0
2018-02-09,39.26750183105469,39.47249984741211,37.560001373291016,39.102500915527344,37.175540924072266,282690400,AAPL,50.0,-0.6328997327241126,-0.33632242100042986,39.102500915527344,39.102500915527344,39.102500915527344,282690400.0,39.102500915527344,39.102500915527344,39.102500915527344,39.102500915527344,39.102500915527344,39.102500915527344,39.102500915527344,0
2018-02-12,39.625,40.97249984741211,39.377498626708984,40.6775016784668,38.67293167114258,243278000,AAPL,50.0,-0.5629117213945278,-0.38164028107924947,40.6775016784668,40.6775016784668,40.6775016784668,243278000.0,40.6775016784668,40.6775016784668,40.6775016784668,40.6775016784668,40.6775016784668,40.6775016784668,40.6775016784668,0
2018-02-13,40.48749923706055,41.1875,40.412498474121094,41.084999084472656,39.06035614013672,130196800,AAPL,50.0,-0.4691559454133909,-0.3991434139460778,40.334499740600585,41.084999084472656,41.084999084472656,230930480.0,41.084999084472656,41.084999084472656,41.084999084472656,41.084999084472656,41.084999084472656,41.084999084472656,41.084999084472656,0
2018-02-14,40.7599983215332,41.8849983215332,40.720001220703125,41.842498779296875,39.78052520751953,162579600,AAPL,50.0,-0.32992673278791074,-0.3853000777144444,40.332999801635744,41.842498779296875,41.842498779296875,234196880.0,41.842498779296875,41.842498779296875,41.842498779296875,41.842498779296875,41.842498779296875,41.842498779296875,41.842498779296875,0
2018-02-15,42.4474983215332,43.272499084472656,42.25,43.247501373291016,41.11628341674805,204588800,AAPL,50.0,-0.10500418852866744,-0.329240899877289,40.46324996948242,43.247501373291016,43.247501373291016,235763440.0,43.247501373291016,43.247501373291016,43.247501373291016,43.247501373291016,43.247501373291016,43.247501373291016,43.247501373291016,0
2018-02-16,43.09000015258789,43.70500183105469,42.942501068115234,43.10749816894531,40.98318099975586,160704400,AAPL,50.0,0.06124546019989907,-0.2511436278618514,40.76149978637695,43.10749816894531,43.10749816894531,217196360.0,43.10749816894531,43.10749816894531,43.10749816894531,43.10749816894531,43.10749816894531,43.10749816894531,43.10749816894531,0
