index,open,high,low,close,adjclose,volume,ticker,RSI,MACD,Signal,ma-10,ma-50,ma-100,vma-10,ma-20,ma-30,ma-40,ma-60,ma-70,ma-80,ma-90,major_trend
2018-01-31,125.41999816894531,125.81999969482422,124.05000305175781,125.3499984741211,97.87867736816406,9626800,CVX,50.0,0.0,0.0,125.3499984741211,125.3499984741211,125.3499984741211,9626800.0,125.3499984741211,125.3499984741211,125.3499984741211,125.3499984741211,125.3499984741211,125.3499984741211,125.3499984741211,0
2018-02-01,125.5999984741211,125.62999725341797,124.05999755859375,125.56999969482422,98.05045318603516,7844500,CVX,50.0,0.0175499549278868,0.0035099909855773603,125.56999969482422,125.56999969482422,125.56999969482422,7844500.0,125.56999969482422,125.56999969482422,125.56999969482422,125.56999969482422,125.56999969482422,125.56999969482422,125.56999969482422,0
2018-02-02,123.94999694824219,123.94999694824219,117.63999938964844,118.58000183105469,92.59236907958984,13182600,CVX,50.0,-0.5265067470666764,-0.10249335662487341,118.58000183105469,118.58000183105469,118.58000183105469,13182600.0,118.58000183105469,118.58000183105469,118.58000183105469,118.58000183105469,118.58000183105469,118.58000183105469,118.58000183105469,0
2018-02-05,116.98999786376953,118.30000305175781,108.0199966430664,112.62000274658203,87.93854522705078,15414700,CVX,50.0,-1.422203443435535,-0.36643537398700576,112.62000274658203,112.62000274658203,112.62000274658203,15414700.0,112.62000274658203,112.62000274658203,112.62000274658203,112.62000274658203,112.62000274658203,112.62000274658203,112.62000274658203,0
2018-02-06,111.19999694824219,117.62999725341797,110.76000213623047,117.18000030517578,91.49919128417969,18416300,CVX,50.0,-1.7439921787263302,-0.6419467349348706,117.18000030517578,117.18000030517578,117.18000030517578,18416300.0,117.18000030517578,117.18000030517578,117.18000030517578,117.18000030517578,117.18000030517578,117.18000030517578,117.18000030517578,0
2018-02-07,117.4000015258789,119.2699966430664,115.2300033569336,115.29000091552734,90.02338409423828,11535700,CVX,50.0,-2.127000487558874,-0.9389574854596714,115.29000091552734,115.29000091552734,115.29000091552734,11535700.0,115.29000091552734,115.29000091552734,115.29000091552734,115.29000091552734,115.29000091552734,115.29000091552734,115.29000091552734,0
2018-02-08,115.16999816894531,115.88999938964844,112.20999908447266,112.30000305175781,87.68866729736328,9927500,CVX,50.0,-2.641357248710591,-1.2794374381098554,112.30000305175781,112.30000305175781,112.30000305175781,9927500.0,112.30000305175781,112.30000305175781,112.30000305175781,112.30000305175781,112.30000305175781,112.30000305175781,112.30000305175781,0
2018-02-09,113.33999633789062,114.62000274658203,109.5,113.5,88.62567901611328,10922400,CVX,50.0,-2.918516125551335,-1.6072531755981516,113.5,113.5,113.5,10922400.0,113.5,113.5,113.5,113.5,113.5,113.5,113.5,0
2018-02-12,114.80000305175781,115.8499984741211,112.91000366210938,113.9800033569336,89.00049591064453,8358200,CVX,50.0,-3.0641130846250206,-1.8986251574035256,113.9800033569336,113.9800033569336,113.9800033569336,8358200.0,113.9800033569336,113.9800033569336,113.9800033569336,113.9800033569336,113.9800033569336,113.9800033569336,113.9800033569336,0
2018-02-13,113.33999633789062,113.61000061035156,111.86000061035156,113.29000091552734,88.46171569824219,7065900,CVX,50.0,-3.1983090383747026,-2.158561933597761,116.7660011291504,113.29000091552734,113.29000091552734,11229460.0,113.29000091552734,113.29000091552734,113.29000091552734,113.29000091552734,113.29000091552734,113.29000091552734,113.29000091552734,0
2018-02-14,112.5,114.05000305175781,111.4000015258789,113.62999725341797,88.72718048095703,7031900,CVX,50.0,-3.2398781371402947,-2.374825174306268,115.59400100708008,113.62999725341797,113.62999725341797,10969970.0,113.62999725341797,113.62999725341797,113.62999725341797,113.62999725341797,113.62999725341797,113.62999725341797,113.62999725341797,0
