,index,open,high,low,close,adjclose,volume,ticker,RSI,MACD,Signal,ma-10,ma-20,ma-30,ma-40,ma-50,ma-60,ma-70,ma-80,ma-90,ma-100,vma-10,major_trend,days_to_10
0,2018-01-31,41.71749877929688,42.11000061035156,41.625,41.85749816894531,39.6331901550293,129915600,AAPL,50.0,0.0,0.0,41.85749816894531,41.85749816894531,41.85749816894531,41.85749816894531,41.85749816894531,41.85749816894531,41.85749816894531,41.85749816894531,41.85749816894531,41.85749816894531,129915600.0,0,93
1,2018-02-01,41.79249954223633,42.15499877929688,41.68999862670898,41.94499969482422,39.71604537963867,188923200,AAPL,50.0,0.0069801787025838,0.0013960357405167,41.94499969482422,41.94499969482422,41.94499969482422,41.94499969482422,41.94499969482422,41.94499969482422,41.94499969482422,41.94499969482422,41.94499969482422,41.94499969482422,188923200.0,0,95
2,2018-02-02,41.5,41.70000076293945,40.025001525878906,40.125,37.99275970458984,346375200,AAPL,50.0,-0.1328157273563164,-0.0254463168788498,40.125,40.125,40.125,40.125,40.125,40.125,40.125,40.125,40.125,40.125,346375200.0,0,24
3,2018-02-05,39.775001525878906,40.970001220703125,39.0,39.122501373291016,37.04352569580078,290954000,AAPL,50.0,-0.3208002652612265,-0.0845171065553252,39.122501373291016,39.122501373291016,39.122501373291016,39.122501373291016,39.122501373291016,39.122501373291016,39.122501373291016,39.122501373291016,39.122501373291016,39.122501373291016,290954000.0,0,10
4,2018-02-06,38.70750045776367,40.93000030517578,38.5,40.75749969482422,38.59164047241211,272975200,AAPL,50.0,-0.3339985383662878,-0.1344133929175177,40.75749969482422,40.75749969482422,40.75749969482422,40.75749969482422,40.75749969482422,40.75749969482422,40.75749969482422,40.75749969482422,40.75749969482422,40.75749969482422,272975200.0,0,20
5,2018-02-07,40.772499084472656,40.84999847412109,39.76750183105469,39.8849983215332,37.7655143737793,206434400,AAPL,50.0,-0.4101340637297568,-0.1895575270799655,39.8849983215332,39.8849983215332,39.8849983215332,39.8849983215332,39.8849983215332,39.8849983215332,39.8849983215332,39.8849983215332,39.8849983215332,39.8849983215332,206434400.0,0,16
6,2018-02-08,40.0724983215332,40.25,38.75749969482422,38.78749847412109,36.72632598876953,217562000,AAPL,50.0,-0.5526603570276833,-0.2621780930695091,38.78749847412109,38.78749847412109,38.78749847412109,38.78749847412109,38.78749847412109,38.78749847412109,38.78749847412109,38.78749847412109,38.78749847412109,38.78749847412109,217562000.0,0,7
7,2018-02-09,39.26750183105469,39.47249984741211,37.560001373291016,39.102500915527344,37.1755485534668,282690400,AAPL,50.0,-0.6328997327241126,-0.3363224210004298,39.102500915527344,39.102500915527344,39.102500915527344,39.102500915527344,39.102500915527344,39.102500915527344,39.102500915527344,39.102500915527344,39.102500915527344,39.102500915527344,282690400.0,0,6
8,2018-02-12,39.625,40.97249984741211,39.37749862670898,40.6775016784668,38.67292785644531,243278000,AAPL,50.0,-0.5629117213945278,-0.3816402810792494,40.6775016784668,40.6775016784668,40.6775016784668,40.6775016784668,40.6775016784668,40.6775016784668,40.6775016784668,40.6775016784668,40.6775016784668,40.6775016784668,243278000.0,0,14
9,2018-02-13,40.48749923706055,41.1875,40.41249847412109,41.084999084472656,39.060359954833984,130196800,AAPL,50.0,-0.4691559454133909,-0.3991434139460778,40.334499740600585,41.084999084472656,41.084999084472656,41.084999084472656,41.084999084472656,41.084999084472656,41.084999084472656,41.084999084472656,41.084999084472656,41.084999084472656,230930480.0,0,27
10,2018-02-14,40.7599983215332,41.8849983215332,40.720001220703125,41.84249877929688,39.780517578125,162579600,AAPL,50.0,-0.3299267327879107,-0.3853000777144444,40.332999801635744,41.84249877929688,41.84249877929688,41.84249877929688,41.84249877929688,41.84249877929688,41.84249877929688,41.84249877929688,41.84249877929688,41.84249877929688,234196880.0,0,79
11,2018-02-15,42.4474983215332,43.272499084472656,42.25,43.247501373291016,41.11628723144531,204588800,AAPL,50.0,-0.1050041885286674,-0.329240899877289,40.46324996948242,43.247501373291016,43.247501373291016,43.247501373291016,43.247501373291016,43.247501373291016,43.247501373291016,43.247501373291016,43.247501373291016,43.247501373291016,235763440.0,0,84
12,2018-02-16,43.09000015258789,43.70500183105469,42.942501068115234,43.10749816894531,40.98318099975586,160704400,AAPL,50.0,0.061245460199899,-0.2511436278618514,40.76149978637695,43.10749816894531,43.10749816894531,43.10749816894531,43.10749816894531,43.10749816894531,43.10749816894531,43.10749816894531,43.10749816894531,43.10749816894531,217196360.0,0,83
13,2018-02-20,43.01250076293945,43.56499862670898,42.85499954223633,42.962501525878906,40.84532928466797,135722000,AAPL,50.0,0.1792333962503249,-0.1650682230394161,41.145499801635744,42.962501525878906,42.962501525878906,42.962501525878906,42.962501525878906,42.962501525878906,42.962501525878906,42.962501525878906,42.962501525878906,42.962501525878906,201673160.0,0,79
14,2018-02-21,43.20750045776367,43.52999877929688,42.75249862670898,42.76750183105469,40.659934997558594,149886400,AAPL,53.972079950447245,0.2540760098508556,-0.0812393764613617,41.34650001525879,42.76750183105469,42.76750183105469,42.76750183105469,42.76750183105469,42.76750183105469,42.76750183105469,42.76750183105469,42.76750183105469,42.76750183105469,189364280.0,0,78
15,2018-02-22,42.95000076293945,43.48749923706055,42.9275016784668,43.125,40.99982070922852,123967600,AAPL,55.031984898677074,0.3383363045266776,0.002675759736246,41.67050018310547,43.125,43.125,43.125,43.125,43.125,43.125,43.125,43.125,43.125,181117600.0,0,77
16,2018-02-23,43.41749954223633,43.91249847412109,43.3849983215332,43.875,41.71284866333008,135249600,AAPL,67.59737414182727,0.4603255803606956,0.094205723861136,42.17925033569336,43.875,43.875,43.875,43.875,43.875,43.875,43.875,43.875,43.875,172886360.0,0,101
17,2018-02-26,44.087501525878906,44.84749984741211,44.0525016784668,44.74250030517578,42.53760528564453,152648800,AAPL,76.71102037708208,0.6198576518075214,0.199336109450413,42.7432502746582,44.74250030517578,44.74250030517578,44.74250030517578,44.74250030517578,44.74250030517578,44.74250030517578,44.74250030517578,44.74250030517578,44.74250030517578,159882200.0,0,156
18,2018-02-27,44.775001525878906,45.119998931884766,44.540000915527344,44.59749984741211,42.39976501464844,155712400,AAPL,71.2624532087171,0.7262162735262194,0.3047121422655743,43.135250091552734,44.59749984741211,44.59749984741211,44.59749984741211,44.59749984741211,44.59749984741211,44.59749984741211,44.59749984741211,44.59749984741211,44.59749984741211,151125640.0,0,155
19,2018-02-28,44.81499862670898,45.15499877929688,44.51250076293945,44.52999877929688,42.33557891845703,151128400,AAPL,78.23707699193233,0.7958850084872182,0.4029467155099031,43.47975006103516,41.90712490081787,44.52999877929688,44.52999877929688,44.52999877929688,44.52999877929688,44.52999877929688,44.52999877929688,44.52999877929688,44.52999877929688,153218800.0,0,148
20,2018-03-01,44.6349983215332,44.94499969482422,43.165000915527344,43.75,41.59402084350586,195208000,AAPL,81.37844299591298,0.7791767357237305,0.4781927195526686,43.67050018310547,42.001749992370605,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,156481640.0,0,95
21,2018-03-02,43.20000076293945,44.07500076293945,43.11249923706055,44.0525016784668,41.881622314453125,153816000,AAPL,81.34895804896244,0.7813378896958483,0.5388217535813046,43.75100021362304,42.10712509155273,44.0525016784668,44.0525016784668,44.0525016784668,44.0525016784668,44.0525016784668,44.0525016784668,44.0525016784668,44.0525016784668,151404360.0,0,95
22,2018-03-05,43.8025016784668,44.435001373291016,43.630001068115234,44.20500183105469,42.0265998840332,113605600,AAPL,77.24990525877175,0.7862922203397602,0.5883158469329958,43.86075057983398,42.31112518310547,44.20500183105469,44.20500183105469,44.20500183105469,44.20500183105469,44.20500183105469,44.20500183105469,44.20500183105469,44.20500183105469,146694480.0,0,142
23,2018-03-06,44.477500915527344,44.5625,44.032501220703125,44.16749954223633,41.99094772338867,95154000,AAPL,75.25602677943535,0.7782215877437508,0.6262969950951468,43.98125038146973,42.563375091552736,44.16749954223633,44.16749954223633,44.16749954223633,44.16749954223633,44.16749954223633,44.16749954223633,44.16749954223633,44.16749954223633,142637680.0,0,141
24,2018-03-07,43.73500061035156,43.962501525878906,43.567501068115234,43.75749969482422,41.60115051269531,126814000,AAPL,66.63770018029484,0.7303232799305945,0.6471022520622364,44.08025016784668,42.713375091552734,43.75749969482422,43.75749969482422,43.75749969482422,43.75749969482422,43.75749969482422,43.75749969482422,43.75749969482422,43.75749969482422,140330440.0,0,89
25,2018-03-08,43.869998931884766,44.27999877929688,43.76750183105469,44.23500061035156,42.05512619018555,95096400,AAPL,60.22784652086407,0.7225645843933535,0.6621947185284599,44.19125022888184,42.93087520599365,44.23500061035156,44.23500061035156,44.23500061035156,44.23500061035156,44.23500061035156,44.23500061035156,44.23500061035156,44.23500061035156,137443320.0,0,139
26,2018-03-09,44.4900016784668,45.0,44.34749984741211,44.994998931884766,42.77766036987305,128740800,AAPL,67.324473102437,0.7688781268224432,0.6835314001872566,44.30325012207031,43.24125022888184,44.994998931884766,44.994998931884766,44.994998931884766,44.994998931884766,44.994998931884766,44.994998931884766,44.994998931884766,44.994998931884766,136792440.0,0,145
27,2018-03-12,45.0724983215332,45.59749984741211,45.0525016784668,45.43000030517578,43.19122695922852,128828400,AAPL,71.50324589841308,0.8311024861183398,0.7130456173734732,44.37200012207031,43.557625198364256,45.43000030517578,45.43000030517578,45.43000030517578,45.43000030517578,45.43000030517578,45.43000030517578,45.43000030517578,45.43000030517578,134410400.0,0,142
28,2018-03-13,45.647499084472656,45.875,44.810001373291016,44.99250030517578,42.77528381347656,126774000,AAPL,68.60365572823041,0.8354822264656292,0.7375329391919044,44.41150016784668,43.77337512969971,44.99250030517578,44.99250030517578,44.99250030517578,44.99250030517578,44.99250030517578,44.99250030517578,44.99250030517578,44.99250030517578,131516560.0,0,141
29,2018-03-14,45.08000183105469,45.130001068115234,44.45249938964844,44.61000061035156,42.4116439819336,117473600,AAPL,62.36469111458948,0.7988796858233655,0.7498022885181966,44.41950035095215,43.949625205993655,42.74458338419596,44.61000061035156,44.61000061035156,44.61000061035156,44.61000061035156,44.61000061035156,44.61000061035156,44.61000061035156,128151080.0,0,140
30,2018-03-15,44.625,45.060001373291016,44.51750183105469,44.66249847412109,42.461551666259766,90975200,AAPL,57.41872884218697,0.7652863033892601,0.7528990914924094,44.510750198364256,44.09062519073486,42.83808339436849,44.66249847412109,44.66249847412109,44.66249847412109,44.66249847412109,44.66249847412109,44.66249847412109,44.66249847412109,117727800.0,0,139
31,2018-03-16,44.66249847412109,44.77999877929688,44.40499877929688,44.505001068115234,42.31182098388672,157618800,AAPL,47.41708270861354,0.7176815946966713,0.7458555921332618,44.5560001373291,44.15350017547608,42.92341677347819,44.505001068115234,44.505001068115234,44.505001068115234,44.505001068115234,44.505001068115234,44.505001068115234,44.505001068115234,118108080.0,0,132
