index,open,high,low,close,adjclose,volume,ticker,RSI,MACD,Signal,ma-10,ma-50,ma-100,vma-10,ma-20,ma-30,ma-40,ma-60,ma-70,ma-80,ma-90,major_trend
2018-01-31,98.73999786376953,99.70999908447266,98.5,99.4000015258789,91.54290771484375,3202900,AXP,50.0,0.0,0.0,99.4000015258789,99.4000015258789,99.4000015258789,3202900.0,99.4000015258789,99.4000015258789,99.4000015258789,99.4000015258789,99.4000015258789,99.4000015258789,99.4000015258789,0
2018-02-01,98.94999694824219,100.04000091552734,98.4000015258789,100.0,92.09544372558594,2952100,AXP,50.0,0.047863126140725853,0.00957262522814517,100.0,100.0,100.0,2952100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0
2018-02-02,99.52999877929688,99.69000244140625,96.63999938964844,96.68000030517578,89.03790283203125,4663300,AXP,50.0,-0.1800260028363283,-0.028347100384749524,96.68000030517578,96.68000030517578,96.68000030517578,4663300.0,96.68000030517578,96.68000030517578,96.68000030517578,96.68000030517578,96.68000030517578,96.68000030517578,96.68000030517578,0
2018-02-05,95.83000183105469,96.72000122070312,88.61000061035156,92.01000213623047,84.73704528808594,6421900,AXP,50.0,-0.7290555047959089,-0.1684887812669814,92.01000213623047,92.01000213623047,92.01000213623047,6421900.0,92.01000213623047,92.01000213623047,92.01000213623047,92.01000213623047,92.01000213623047,92.01000213623047,92.01000213623047,0
2018-02-06,89.75,94.22000122070312,88.51000213623047,94.18000030517578,86.73551940917969,7244000,AXP,50.0,-0.9777932321156726,-0.33034967143671967,94.18000030517578,94.18000030517578,94.18000030517578,7244000.0,94.18000030517578,94.18000030517578,94.18000030517578,94.18000030517578,94.18000030517578,94.18000030517578,94.18000030517578,0
2018-02-07,93.52999877929688,94.8499984741211,93.41000366210938,93.61000061035156,86.21056365966797,3796800,AXP,50.0,-1.207000336216936,-0.5056798043927629,93.61000061035156,93.61000061035156,93.61000061035156,3796800.0,93.61000061035156,93.61000061035156,93.61000061035156,93.61000061035156,93.61000061035156,93.61000061035156,93.61000061035156,0
2018-02-08,93.75,93.97000122070312,88.27999877929688,88.33999633789062,81.35714721679688,5814900,AXP,50.0,-1.7932227633163222,-0.7631883961774748,88.33999633789062,88.33999633789062,88.33999633789062,5814900.0,88.33999633789062,88.33999633789062,88.33999633789062,88.33999633789062,88.33999633789062,88.33999633789062,88.33999633789062,0
2018-02-09,89.47000122070312,92.5199966430664,87.54000091552734,91.72000122070312,84.46995544433594,8017600,AXP,50.0,-1.9624482324910133,-1.0030403634401825,91.72000122070312,91.72000122070312,91.72000122070312,8017600.0,91.72000122070312,91.72000122070312,91.72000122070312,91.72000122070312,91.72000122070312,91.72000122070312,91.72000122070312,0
2018-02-12,92.58000183105469,95.68000030517578,92.41999816894531,94.69999694824219,87.21438598632812,7419200,AXP,50.0,-1.8349477502174665,-1.1694218407956394,94.69999694824219,94.69999694824219,94.69999694824219,7419200.0,94.69999694824219,94.69999694824219,94.69999694824219,94.69999694824219,94.69999694824219,94.69999694824219,94.69999694824219,0
2018-02-13,94.02999877929688,94.80999755859375,92.81999969482422,94.55999755859375,87.0854721069336,3366700,AXP,50.0,-1.7253111669811858,-1.2805997060327488,94.51999969482422,94.55999755859375,94.55999755859375,5289940.0,94.55999755859375,94.55999755859375,94.55999755859375,94.55999755859375,94.55999755859375,94.55999755859375,94.55999755859375,0
2018-02-14,93.97000122070312,96.55999755859375,93.66999816894531,96.2300033569336,88.62347412109375,3446800,AXP,50.0,-1.486532057546924,-1.3217861763355838,94.20299987792968,96.2300033569336,96.2300033569336,5314330.0,96.2300033569336,96.2300033569336,96.2300033569336,96.2300033569336,96.2300033569336,96.2300033569336,96.2300033569336,0
